3933,TAFT,9048,84.32%,10.34%,0.49%,0.70%,1.66%,2.50%,0.005%,51,,,
3936,NUNLEY,9046,76.11%,17.91%,0.21%,0.96%,2.66%,2.14%,0.005%,51,,,
3937,JONAS,9043,82.06%,11.15%,1.36%,0.76%,1.63%,3.04%,0.005%,51,,,
3937,SHUMAN,9043,87.92%,6.34%,2.00%,0.43%,1.42%,1.89%,0.005%,51,,,
3939,BELTON,9041,30.49%,62.06%,0.62%,0.44%,3.04%,3.34%,0.005%,51,,,
3940,BARNHILL,9040,83.51%,11.73%,0.42%,0.67%,1.90%,1.77%,0.005%,51,,,
3940,KOVACH,9040,95.72%,0.24%,0.59%,0.17%,1.28%,2.00%,0.005%,51,,,
3942,MOREIRA,9037,35.90%,3.84%,0.94%,0.21%,1.03%,58.08%,0.005%,51,,,
3943,MOREAU,9035,85.02%,9.09%,0.51%,0.29%,1.72%,3.38%,0.005%,51,,,
3944,HALSTEAD,9027,91.28%,3.19%,0.58%,0.40%,1.91%,2.65%,0.005%,51,,,
3945,FREDRICKSON,9026,95.13%,0.33%,0.68%,0.39%,1.56%,1.92%,0.005%,51,,,
3945,SANABRIA,9026,5.50%,0.85%,0.14%,0.11%,0.14%,93.25%,0.005%,51,,,
3947,GOBLE,9022,94.47%,0.79%,0.74%,0.64%,1.47%,1.88%,0.005%,51,,,
3948,CRUTCHFIELD,9019,63.28%,29.77%,0.54%,1.23%,3.16%,2.02%,0.005%,51,,,
3949,LOZA,9011,5.57%,0.41%,0.54%,0.27%,0.21%,93.00%,0.005%,51,,,
3950,STURGEON,9007,90.40%,2.42%,0.89%,0.69%,1.68%,3.93%,0.005%,51,,,
3951,KIDWELL,9006,92.85%,1.78%,0.62%,0.49%,1.79%,2.48%,0.005%,51,,,
3951,NICOLAS,9006,18.00%,25.73%,17.73%,0.26%,2.74%,35.54%,0.005%,51,,,
3953,CLARKSON,9004,83.77%,11.22%,0.53%,0.72%,1.68%,2.08%,0.005%,50,,,
3954,MULLIS,9003,96.39%,0.36%,0.37%,0.24%,1.12%,1.52%,0.005%,50,,,
3955,BEATTIE,8993,90.53%,3.20%,0.85%,0.63%,1.69%,3.10%,0.005%,50,,,
3956,SIGLER,8992,82.86%,8.90%,0.58%,0.33%,1.42%,5.91%,0.005%,50,,,
3957,NEUMAN,8982,93.43%,1.18%,0.67%,0.45%,1.47%,2.81%,0.005%,50,,,
3958,SEVILLA,8980,7.64%,0.45%,14.41%,0.20%,1.04%,76.27%,0.005%,50,,,
3959,POLLACK,8977,93.02%,1.85%,0.80%,0.13%,1.02%,3.17%,0.005%,50,,,
3960,RIDGEWAY,8975,74.81%,18.67%,0.57%,1.24%,2.61%,2.11%,0.005%,50,,,
3961,BOURQUE,8973,95.74%,0.59%,0.45%,0.28%,1.01%,1.93%,0.005%,50,,,
3962,WILKS,8972,63.03%,32.29%,0.25%,0.26%,2.12%,2.06%,0.005%,50,,,
3962,RAUCH,8972,93.67%,1.77%,0.69%,0.33%,1.18%,2.35%,0.005%,50,,,
3964,JANKOWSKI,8970,96.03%,0.23%,0.54%,0.25%,1.10%,1.85%,0.005%,50,,,
3965,SIMONSON,8968,93.08%,1.47%,0.72%,0.83%,1.55%,2.35%,0.005%,50,,,
3966,KWAN,8965,4.90%,0.55%,90.47%,0.09%,2.45%,1.54%,0.005%,50,,,
3967,EVANGELISTA,8964,35.35%,0.56%,32.56%,0.19%,3.55%,27.79%,0.005%,50,,,
3968,RAU,8961,90.97%,1.70%,3.11%,0.36%,1.64%,2.22%,0.005%,50,,,
3969,LOZADA,8959,4.98%,1.17%,5.75%,0.13%,0.71%,87.25%,0.005%,50,,,
3970,CANADY,8958,49.39%,43.49%,0.42%,1.37%,3.06%,2.27%,0.005%,50,,,
3971,FAIRCLOTH,8954,89.78%,4.91%,0.36%,1.43%,1.69%,1.83%,0.005%,50,,,
3972,BATSON,8951,77.61%,17.14%,0.47%,0.68%,2.17%,1.93%,0.005%,50,,,
3973,POPP,8947,95.67%,0.37%,0.76%,0.19%,1.02%,1.99%,0.005%,50,,,
3974,DUNNE,8941,93.26%,1.16%,1.07%,0.37%,1.26%,2.87%,0.005%,50,,,
3975,KEELING,8938,84.07%,9.90%,0.58%,1.15%,2.23%,2.07%,0.005%,50,,,
3976,TEAL,8937,78.43%,15.63%,0.74%,0.47%,2.07%,2.66%,0.005%,50,,,
3977,HAMBLIN,8936,88.91%,5.90%,0.49%,0.54%,1.68%,2.48%,0.005%,50,,,
3978,GREINER,8935,95.77%,0.31%,0.50%,0.26%,1.12%,2.04%,0.005%,50,,,
3979,HOLLY,8934,66.33%,27.73%,0.54%,0.88%,1.95%,2.57%,0.005%,50,,,
3979,TO,8934,1.96%,(S),95.06%,(S),1.37%,1.28%,0.005%,50,,,
3981,YUN,8933,3.01%,(S),93.45%,(S),2.37%,0.86%,0.005%,50,,,
3982,AIELLO,8927,93.94%,0.34%,0.62%,0.25%,1.25%,3.61%,0.005%,50,,,
3983,BAPTISTE,8915,14.57%,74.30%,1.04%,1.11%,3.66%,5.32%,0.005%,50,,,
3984,GRICE,8914,65.26%,30.10%,0.33%,0.31%,1.65%,2.36%,0.005%,50,,,
3985,FREEDMAN,8913,94.83%,1.16%,0.79%,0.06%,0.93%,2.24%,0.005%,50,,,
3986,BERGSTROM,8908,95.40%,0.24%,0.73%,0.35%,1.37%,1.92%,0.005%,50,,,
3987,CLAUSEN,8906,94.31%,0.74%,0.67%,0.38%,1.26%,2.64%,0.005%,50,,,
3988,CHEW,8905,37.73%,14.54%,39.70%,0.46%,3.69%,3.87%,0.005%,50,,,
3989,HAASE,8904,94.70%,0.93%,0.60%,0.39%,1.16%,2.22%,0.005%,50,,,
3989,AMMONS,8904,76.86%,17.10%,0.57%,1.70%,1.98%,1.79%,0.005%,50,,,
3991,OUTLAW,8901,40.85%,53.63%,0.39%,0.38%,2.79%,1.95%,0.005%,50,,,
3992,SABO,8899,94.58%,0.45%,1.01%,0.33%,0.96%,2.67%,0.005%,50,,,
3993,DENG,8898,1.64%,10.98%,86.04%,(S),0.88%,(S),0.005%,50,,,
3994,TEIXEIRA,8895,75.37%,11.35%,1.88%,0.33%,4.07%,7.00%,0.005%,50,,,
3995,LAPOINTE,8894,87.53%,2.87%,0.65%,4.80%,1.98%,2.17%,0.005%,50,,,
3996,COLLEY,8887,82.22%,12.23%,0.45%,0.86%,1.87%,2.37%,0.005%,50,,,
3997,GALBRAITH,8886,92.96%,2.13%,0.62%,0.64%,1.85%,1.81%,0.005%,50,,,
3998,MIRAMONTES,8884,4.33%,0.10%,0.19%,0.19%,0.18%,95.00%,0.005%,50,,,
3999,CARVAJAL,8883,6.24%,0.39%,1.98%,0.08%,0.21%,91.10%,0.005%,50,,,
3999,CRANFORD,8883,81.17%,13.87%,0.41%,0.59%,2.23%,1.74%,0.005%,50,,,
3999,STRAIN,8883,87.07%,7.93%,0.56%,0.68%,1.78%,1.99%,0.005%,50,,,
4000,MadeUp1,8884,87.07%,7.93%,0.56%,0.68%,1.78%,1.99%,0.005%,50,,,
4002,STUBBLEFIELD,8878,72.32%,21.68%,0.35%,0.77%,1.98%,2.89%,0.005%,50,,,
4002,PARTIDA,8878,3.72%,0.18%,0.45%,0.36%,0.17%,95.12%,0.005%,50,,,
4004,GRABOWSKI,8877,96.09%,0.24%,0.62%,0.20%,0.91%,1.94%,0.005%,50,,,
4005,VICKERY,8874,94.71%,0.46%,0.56%,0.61%,1.59%,2.06%,0.005%,50,,,
4006,LOY,8868,86.68%,0.89%,4.70%,0.81%,1.82%,5.10%,0.005%,50,,,
4007,MARTE,8867,8.67%,1.05%,1.93%,0.10%,0.39%,87.85%,0.005%,50,,,
4008,RODARTE,8860,6.46%,0.24%,0.17%,0.59%,0.27%,92.28%,0.005%,50,,,
4009,BURNSIDE,8859,68.77%,24.54%,0.47%,2.02%,2.14%,2.05%,0.005%,50,,,
4010,HERMANN,8858,93.55%,0.69%,1.20%,0.29%,1.58%,2.69%,0.005%,50,,,
4011,WOFFORD,8856,65.32%,25.95%,0.29%,2.45%,3.23%,2.76%,0.005%,50,,,
4012,FLECK,8852,95.38%,0.58%,0.64%,0.34%,1.25%,1.81%,0.005%,50,,,
4012,MAGALLANES,8852,4.00%,0.24%,3.81%,0.16%,0.94%,90.86%,0.005%,50,,,
4014,MATHIAS,8851,85.64%,4.88%,3.78%,0.95%,1.83%,2.91%,0.005%,50,,,
4014,DUVAL,8851,80.26%,10.87%,0.73%,0.55%,1.73%,5.85%,0.005%,50,,,
4016,WEATHERFORD,8850,90.64%,3.90%,0.54%,1.12%,1.66%,2.14%,0.005%,50,,,
4016,RICKER,8850,94.15%,0.68%,0.36%,1.31%,1.37%,2.14%,0.005%,50,,,
4018,MCVEY,8848,93.61%,1.72%,0.46%,0.55%,1.33%,2.32%,0.005%,50,,,
4019,RITCHEY,8844,94.50%,0.87%,0.42%,0.52%,1.19%,2.50%,0.005%,50,,,
4019,BARAHONA,8844,4.34%,0.40%,0.37%,0.08%,0.11%,94.70%,0.005%,50,,,
4021,PEEBLES,8843,67.05%,27.40%,0.45%,0.60%,2.34%,2.16%,0.005%,50,,,
4022,PEACE,8841,70.06%,23.87%,0.58%,0.49%,2.56%,2.45%,0.005%,50,,,
4022,CHIANG,8841,2.44%,0.14%,90.45%,0.00%,3.22%,3.74%,0.005%,50,,,
4024,FUNG,8837,3.42%,(S),87.56%,(S),3.72%,3.27%,0.005%,50,,,
4025,HUTCHINGS,8833,86.51%,8.45%,0.58%,0.71%,1.77%,1.99%,0.005%,50,,,
4026,HIMES,8831,89.57%,5.82%,0.49%,0.61%,1.42%,2.09%,0.005%,50,,,
4027,FRAME,8827,91.83%,3.15%,1.00%,0.63%,1.72%,1.67%,0.005%,50,,,
4028,CREEL,8815,89.65%,2.28%,0.35%,2.89%,2.02%,2.80%,0.005%,49,,,
4029,FORTIN,8814,89.22%,1.33%,1.89%,0.52%,1.66%,5.38%,0.005%,49,,,
4029,BEDFORD,8814,65.49%,27.96%,0.48%,0.78%,2.59%,2.71%,0.005%,49,,,
4031,DODDS,8813,87.68%,7.41%,0.70%,0.48%,1.53%,2.20%,0.005%,49,,,
4032,CLOUSE,8809,95.19%,0.33%,0.53%,0.77%,1.41%,1.77%,0.005%,49,,,
4032,MERRELL,8809,84.07%,10.24%,0.47%,1.03%,1.85%,2.34%,0.005%,49,,,
4032,BARTELS,8809,94.72%,0.77%,0.77%,0.45%,1.14%,2.15%,0.005%,49,,,
4035,SOUTHARD,8808,92.93%,1.78%,0.48%,0.90%,1.74%,2.18%,0.005%,49,,,
4036,BASHAM,8806,91.94%,2.98%,0.43%,0.35%,1.51%,2.79%,0.005%,49,,,
4037,DANGELO,8802,93.51%,1.00%,0.43%,0.14%,0.83%,4.09%,0.005%,49,,,
4038,RANEY,8801,89.38%,4.66%,0.60%,0.92%,1.75%,2.69%,0.005%,49,,,
4039,LEHMANN,8799,94.58%,0.74%,0.61%,0.26%,1.18%,2.63%,0.005%,49,,,
4040,WORTHY,8795,38.29%,55.84%,0.40%,0.25%,3.15%,2.07%,0.005%,49,,,
4041,LANGDON,8794,92.60%,3.38%,0.48%,0.38%,1.33%,1.84%,0.005%,49,,,
4042,JARA,8790,8.36%,0.90%,2.73%,0.14%,0.36%,87.51%,0.005%,49,,,
4043,FLANDERS,8787,85.39%,9.29%,0.57%,0.48%,1.59%,2.69%,0.005%,49,,,
4044,SHOWALTER,8786,95.15%,0.93%,0.57%,0.59%,1.21%,1.55%,0.005%,49,,,
4045,ROBINETTE,8784,94.65%,0.82%,0.26%,0.71%,1.48%,2.08%,0.005%,49,,,
4046,MEEKER,8781,94.88%,0.27%,0.48%,0.73%,1.48%,2.16%,0.005%,49,,,
4046,MOY,8781,18.59%,4.27%,67.90%,0.28%,5.64%,3.33%,0.005%,49,,,
4048,CATHEY,8779,69.81%,25.25%,0.49%,0.77%,1.83%,1.83%,0.005%,49,,,
4049,CRADDOCK,8772,76.01%,18.99%,0.36%,0.54%,2.25%,1.85%,0.005%,49,,,
4050,KIRSCH,8764,95.86%,0.18%,0.62%,0.41%,1.06%,1.87%,0.005%,49,,,
4051,BACK,8762,87.42%,0.66%,6.55%,0.98%,1.47%,2.91%,0.005%,49,,,
4052,ARSENAULT,8760,95.80%,0.21%,0.62%,0.31%,1.53%,1.54%,0.005%,49,,,
4053,SPRING,8757,90.21%,3.30%,0.81%,1.15%,1.77%,2.75%,0.005%,49,,,
4054,WINSTEAD,8756,79.19%,16.57%,0.47%,0.41%,1.76%,1.60%,0.005%,49,,,
4055,MOUNT,8754,89.39%,4.34%,1.02%,0.99%,2.16%,2.10%,0.005%,49,,,
4056,MUNN,8751,82.61%,11.71%,0.79%,0.32%,2.14%,2.43%,0.005%,49,,,
4057,INIGUEZ,8750,2.99%,0.06%,0.27%,0.15%,0.10%,96.42%,0.005%,49,,,
4058,MARQUARDT,8749,95.01%,0.42%,1.03%,0.33%,1.41%,1.81%,0.005%,49,,,
4059,SZYMANSKI,8748,96.86%,0.23%,0.45%,0.19%,0.71%,1.57%,0.005%,49,,,
4060,SCULLY,8747,93.61%,2.06%,0.62%,0.16%,1.38%,2.17%,0.005%,49,,,
4061,CONTE,8744,89.54%,2.95%,1.22%,0.11%,1.08%,5.10%,0.005%,49,,,
4062,PROVOST,8742,84.20%,9.55%,0.40%,1.85%,1.42%,2.57%,0.005%,49,,,
4063,CONOVER,8738,88.98%,5.72%,0.64%,0.65%,1.66%,2.35%,0.005%,49,,,
4063,BUFFINGTON,8738,86.85%,8.35%,0.39%,1.01%,1.38%,2.01%,0.005%,49,,,
4065,MARQUIS,8737,87.83%,4.70%,0.66%,0.48%,1.92%,4.40%,0.005%,49,,,
4065,VALVERDE,8737,9.25%,0.47%,0.64%,0.24%,0.21%,89.20%,0.005%,49,,,
4065,BELT,8737,80.81%,12.89%,0.69%,1.60%,1.81%,2.21%,0.005%,49,,,
4068,GOFORTH,8735,91.40%,3.48%,0.44%,1.20%,1.84%,1.64%,0.005%,49,,,
4069,MAZUR,8733,95.85%,0.26%,0.48%,0.23%,1.21%,1.96%,0.005%,49,,,
4070,DURAND,8729,73.03%,9.71%,1.28%,0.55%,1.66%,13.76%,0.005%,49,,,
4070,WIMBERLY,8729,49.19%,44.76%,0.18%,0.54%,2.10%,3.23%,0.005%,49,,,
4072,BUNTING,8725,86.21%,8.83%,0.64%,0.29%,1.64%,2.40%,0.005%,49,,,
4072,KISH,8725,95.48%,0.68%,0.55%,0.34%,0.94%,2.01%,0.005%,49,,,
4074,GEER,8717,88.24%,6.21%,0.98%,0.46%,1.72%,2.40%,0.005%,49,,,
4075,FOLTZ,8714,95.67%,0.49%,0.46%,0.24%,1.45%,1.69%,0.005%,49,,,
4076,PEAK,8713,77.38%,14.54%,2.30%,0.95%,1.96%,2.87%,0.005%,49,,,
4076,SANTORO,8713,92.86%,0.24%,0.73%,0.10%,0.92%,5.14%,0.005%,49,,,
4078,LANNING,8711,94.40%,0.56%,0.86%,0.67%,1.40%,2.11%,0.005%,49,,,
4079,PLASCENCIA,8710,1.99%,0.08%,0.10%,0.07%,0.07%,97.69%,0.005%,49,,,
4080,BURKHARDT,8707,94.59%,1.27%,0.60%,0.25%,1.25%,2.03%,0.005%,49,,,
4081,AUTRY,8704,73.48%,20.68%,0.45%,0.56%,1.96%,2.86%,0.005%,49,,,
4082,SARABIA,8695,4.49%,0.15%,3.78%,0.29%,0.36%,90.94%,0.005%,49,,,
4082,SLATTERY,8695,95.83%,0.24%,0.46%,0.23%,1.08%,2.16%,0.005%,49,,,
4084,TESTA,8694,91.36%,1.13%,0.94%,0.18%,1.09%,5.29%,0.005%,49,,,
4085,TENNANT,8693,87.96%,7.58%,0.60%,0.37%,1.53%,1.97%,0.005%,49,,,
4086,SANTOYO,8692,3.70%,0.15%,0.67%,0.14%,0.09%,95.25%,0.005%,49,,,
4087,PETERMAN,8690,90.72%,4.13%,0.61%,0.59%,1.76%,2.19%,0.005%,49,,,
4088,CLAPP,8689,91.90%,3.63%,0.61%,0.38%,1.54%,1.94%,0.005%,49,,,
4089,PANNELL,8687,65.42%,28.97%,0.33%,0.55%,2.72%,2.00%,0.005%,49,,,
4090,KEEL,8682,79.49%,13.58%,0.93%,1.69%,2.49%,1.82%,0.005%,49,,,
4091,COPPOLA,8676,94.57%,0.12%,0.51%,0.14%,0.73%,3.94%,0.005%,49,,,
4092,EMBRY,8675,74.01%,20.52%,1.07%,0.40%,2.13%,1.87%,0.005%,49,,,
4092,HOWLAND,8675,92.13%,2.79%,0.47%,0.55%,1.60%,2.46%,0.005%,49,,,
4092,SHORTER,8675,35.94%,58.16%,0.44%,0.54%,2.97%,1.95%,0.005%,49,,,
4095,EARLE,8672,77.35%,16.96%,0.63%,0.47%,1.88%,2.70%,0.005%,49,,,
4096,BRITTAIN,8671,89.81%,4.39%,0.63%,0.50%,1.87%,2.80%,0.005%,49,,,
4096,KELSO,8671,86.46%,7.44%,0.50%,0.74%,2.49%,2.38%,0.005%,49,,,
4098,GURLEY,8669,72.68%,22.44%,0.23%,0.45%,1.90%,2.30%,0.005%,49,,,
4099,SAMPLES,8663,87.75%,7.45%,0.36%,0.51%,1.74%,2.19%,0.005%,49,,,
4100,BOOTHE,8656,78.99%,16.71%,0.37%,0.51%,1.63%,1.80%,0.005%,49,,,
4101,FREELAND,8653,83.51%,10.54%,0.51%,1.38%,2.09%,1.98%,0.005%,49,,,
4102,FUSCO,8650,95.24%,0.36%,0.44%,0.07%,1.04%,2.86%,0.005%,49,,,
4103,PARADA,8649,9.21%,0.44%,1.68%,0.27%,0.20%,88.21%,0.005%,49,,,
4104,SORRELL,8641,76.43%,16.28%,0.41%,2.56%,2.30%,2.03%,0.005%,48,,,
4105,BANNISTER,8639,68.65%,23.34%,1.74%,0.45%,2.67%,3.15%,0.005%,48,,,
4105,HAWKS,8639,90.09%,4.57%,0.47%,0.90%,1.90%,2.06%,0.005%,48,,,
4107,PRASAD,8638,3.84%,1.54%,78.97%,0.54%,13.21%,1.90%,0.005%,48,,,
4108,ROMEO,8636,83.00%,6.40%,1.57%,0.20%,1.19%,7.63%,0.005%,48,,,
4109,LIGHTFOOT,8634,59.50%,30.30%,0.45%,2.69%,4.81%,2.26%,0.005%,48,,,
4110,SELLS,8633,80.46%,10.04%,0.47%,3.54%,2.71%,2.77%,0.005%,48,,,
4111,TENORIO,8629,6.30%,0.43%,7.63%,7.54%,1.27%,76.82%,0.005%,48,,,
4111,MERRICK,8629,81.97%,11.06%,0.92%,1.33%,1.90%,2.83%,0.005%,48,,,
4113,KAYE,8627,89.73%,1.81%,1.23%,3.73%,1.39%,2.11%,0.005%,48,,,
4114,TIJERINA,8626,6.78%,0.16%,0.26%,0.22%,0.24%,92.34%,0.005%,48,,,
4114,AKIN,8626,89.93%,2.97%,1.09%,1.15%,1.97%,2.90%,0.005%,48,,,
4116,ATWELL,8622,87.56%,7.16%,0.57%,0.88%,1.77%,2.06%,0.005%,48,,,
4116,MENJIVAR,8622,2.34%,0.30%,0.30%,(S),(S),96.94%,0.005%,48,,,
4118,GILBERTSON,8621,95.68%,0.35%,0.78%,0.29%,1.24%,1.66%,0.005%,48,,,
4119,MERAZ,8616,3.81%,0.30%,0.20%,0.19%,0.09%,95.42%,0.005%,48,,,
4119,SHANAHAN,8616,94.82%,0.24%,1.02%,0.19%,1.20%,2.53%,0.005%,48,,,
4121,IBANEZ,8614,5.94%,0.35%,8.01%,0.31%,1.00%,84.39%,0.005%,48,,,
4121,CRUSE,8614,78.23%,14.35%,0.71%,0.55%,2.33%,3.83%,0.005%,48,,,
4123,HERNANDES,8612,4.33%,0.27%,0.49%,0.08%,0.16%,94.67%,0.005%,48,,,
4124,GARRIDO,8605,8.96%,0.56%,7.01%,0.09%,1.73%,81.65%,0.005%,48,,,
4125,SPALDING,8601,88.16%,6.01%,0.62%,0.90%,1.81%,2.50%,0.005%,48,,,
4126,DEANDA,8600,6.91%,0.58%,0.67%,0.52%,0.19%,91.13%,0.005%,48,,,
4127,CALABRESE,8599,94.87%,0.50%,0.69%,0.22%,0.93%,2.79%,0.005%,48,,,
4128,MATHENY,8595,92.11%,3.09%,0.52%,0.54%,1.63%,2.11%,0.005%,48,,,
4129,YUAN,8588,1.62%,(S),96.43%,(S),1.28%,0.42%,0.005%,48,,,
4130,HARBIN,8587,79.75%,15.41%,0.47%,0.55%,1.86%,1.97%,0.005%,48,,,
4131,MOLNAR,8586,95.70%,0.16%,0.54%,0.15%,0.99%,2.46%,0.005%,48,,,
4132,GOUGH,8584,85.37%,9.03%,1.03%,0.35%,1.63%,2.60%,0.005%,48,,,
4133,BANDY,8582,79.54%,14.43%,1.03%,0.65%,1.79%,2.56%,0.005%,48,,,
4134,MONCADA,8574,7.69%,0.26%,1.31%,0.09%,0.28%,90.38%,0.005%,48,,,
4135,CHAVIRA,8573,4.08%,0.09%,0.27%,0.13%,0.13%,95.30%,0.005%,48,,,
4135,DOUCETTE,8573,89.08%,6.31%,0.54%,0.55%,1.54%,1.98%,0.005%,48,,,
4135,SLAGLE,8573,95.07%,0.27%,0.55%,0.41%,1.24%,2.47%,0.005%,48,,,
4138,WELKER,8566,94.36%,0.93%,0.49%,0.61%,1.60%,2.01%,0.005%,48,,,
4139,TERAN,8557,10.25%,1.16%,0.90%,0.29%,0.36%,87.04%,0.005%,48,,,
4140,GAINEY,8556,67.48%,27.86%,0.34%,0.46%,2.19%,1.67%,0.005%,48,,,
4141,HEINRICH,8552,94.94%,0.54%,0.54%,0.29%,1.23%,2.47%,0.005%,48,,,
4142,VETTER,8550,95.49%,0.55%,0.49%,0.53%,0.84%,2.11%,0.005%,48,,,
4143,CARDEN,8548,89.05%,5.47%,0.62%,0.97%,1.50%,2.39%,0.005%,48,,,
4143,MENESES,8548,14.27%,0.49%,11.94%,0.19%,1.05%,72.05%,0.005%,48,,,
4145,TRICE,8546,41.91%,51.18%,0.53%,0.41%,3.81%,2.15%,0.005%,48,,,
4146,MCCALLISTER,8545,86.90%,8.25%,0.51%,0.42%,2.14%,1.77%,0.005%,48,,,
4147,KOSS,8544,79.45%,15.13%,0.47%,0.55%,1.81%,2.59%,0.005%,48,,,
4147,SHIFFLETT,8544,95.80%,0.63%,0.36%,0.29%,1.42%,1.50%,0.005%,48,,,
4149,BURLEY,8542,62.00%,32.36%,0.50%,0.75%,2.59%,1.80%,0.005%,48,,,
4150,FRIES,8540,94.04%,1.07%,0.67%,0.25%,1.26%,2.72%,0.005%,48,,,
4151,JOBE,8536,81.90%,12.50%,0.66%,0.61%,2.07%,2.26%,0.005%,48,,,
4152,RAYBURN,8532,92.87%,2.19%,0.47%,0.38%,1.50%,2.59%,0.005%,48,,,
4152,HUNDLEY,8532,79.84%,14.90%,0.60%,0.46%,1.83%,2.38%,0.005%,48,,,
4154,MCCORKLE,8529,75.81%,19.28%,0.38%,0.57%,1.96%,2.00%,0.005%,48,,,
4154,BOSS,8529,86.69%,8.44%,0.55%,0.72%,1.64%,1.96%,0.005%,48,,,
4156,WOZNIAK,8526,96.27%,0.18%,0.41%,0.20%,1.08%,1.86%,0.005%,48,,,
4157,ASBURY,8522,85.67%,9.29%,0.61%,0.70%,1.72%,1.99%,0.005%,48,,,
4157,MOSIER,8522,93.63%,0.97%,0.67%,0.99%,1.81%,1.94%,0.005%,48,,,
4159,PETRIE,8520,91.01%,3.99%,0.45%,0.31%,1.65%,2.59%,0.005%,48,,,
4160,ELLIOT,8518,76.68%,16.39%,0.89%,0.74%,2.01%,3.29%,0.005%,48,,,
4160,ARGUELLO,8518,8.28%,0.19%,0.38%,0.21%,0.21%,90.74%,0.005%,48,,,
4162,FULLERTON,8517,88.73%,6.00%,0.86%,0.60%,1.70%,2.11%,0.005%,48,,,
4163,SHARKEY,8514,87.32%,7.48%,0.69%,0.81%,1.39%,2.31%,0.005%,48,,,
4164,SCHULZE,8509,95.05%,0.41%,0.59%,0.28%,1.32%,2.35%,0.005%,48,,,
4165,SHUMAKER,8508,93.91%,2.94%,0.41%,0.18%,1.27%,1.29%,0.005%,48,,,
4165,COUTURE,8508,93.50%,0.46%,0.71%,1.63%,2.09%,1.61%,0.005%,48,,,
4167,BONTRAGER,8507,97.97%,0.24%,0.14%,0.14%,0.61%,0.91%,0.005%,48,,,
4168,HARGIS,8503,90.26%,3.96%,0.41%,0.81%,2.03%,2.52%,0.005%,48,,,
4169,VARNEY,8502,94.82%,0.92%,0.82%,0.24%,1.47%,1.73%,0.005%,48,,,
4169,SIDDIQUI,8502,3.90%,0.29%,90.46%,0.34%,3.85%,1.15%,0.005%,48,,,
4171,PAINE,8501,90.01%,3.07%,0.96%,0.64%,1.93%,3.39%,0.005%,48,,,
4172,BARBOZA,8497,20.05%,4.01%,1.32%,0.26%,1.58%,72.78%,0.005%,48,,,
4173,GONSALVES,8494,60.41%,10.58%,7.92%,0.95%,7.49%,12.64%,0.005%,48,,,
4173,DAYTON,8494,91.78%,2.04%,0.68%,1.13%,1.85%,2.52%,0.005%,48,,,
4175,LOUIE,8485,8.05%,3.41%,78.63%,1.52%,5.62%,2.77%,0.005%,48,,,
4176,CANDELARIA,8483,11.29%,0.59%,3.47%,2.88%,0.75%,81.02%,0.005%,48,,,
4177,LIAO,8482,1.56%,(S),95.91%,(S),1.73%,0.66%,0.005%,48,,,
4178,BARNETTE,8480,77.74%,17.54%,0.38%,0.90%,1.52%,1.93%,0.005%,48,,,
4179,BATTS,8473,42.95%,52.07%,0.39%,0.30%,2.24%,2.05%,0.005%,48,,,
4180,MONTELONGO,8472,4.30%,0.21%,0.22%,0.35%,0.08%,94.83%,0.005%,48,,,
4180,CASTEEL,8472,88.34%,4.86%,0.47%,0.99%,1.71%,3.62%,0.005%,48,,,
4182,LEMAY,8471,90.79%,3.80%,0.78%,0.81%,1.85%,1.96%,0.005%,48,,,
4182,WASSON,8471,90.12%,2.77%,1.11%,1.16%,2.04%,2.80%,0.005%,48,,,
4184,CARTAGENA,8467,4.38%,0.92%,1.16%,0.12%,0.28%,93.14%,0.005%,47,,,
4185,COONS,8466,92.87%,1.63%,0.67%,0.82%,1.56%,2.46%,0.005%,47,,,
4186,PAGANO,8465,92.17%,0.28%,0.63%,0.18%,0.71%,6.04%,0.005%,47,,,
4187,RIDDICK,8464,25.38%,68.38%,0.34%,0.34%,2.98%,2.58%,0.005%,47,,,
4188,GILLEN,8462,90.25%,1.54%,0.77%,0.77%,1.54%,5.14%,0.005%,47,,,
4189,KERSEY,8459,82.31%,12.29%,0.61%,0.47%,2.07%,2.23%,0.005%,47,,,
4190,GORHAM,8458,70.83%,23.15%,0.47%,0.34%,1.73%,3.48%,0.005%,47,,,
4191,CAI,8457,1.54%,(S),95.83%,(S),1.08%,0.91%,0.005%,47,,,
4192,GRIEGO,8456,14.56%,0.24%,0.39%,0.78%,0.41%,83.62%,0.005%,47,,,
4193,MCLENDON,8453,67.63%,27.27%,0.20%,0.56%,2.30%,2.05%,0.005%,47,,,
4194,FORSYTH,8450,93.85%,1.20%,0.63%,0.36%,1.35%,2.63%,0.005%,47,,,
4195,PINKERTON,8446,90.99%,3.39%,0.82%,0.96%,1.81%,2.04%,0.005%,47,,,
4196,STURGILL,8444,95.76%,0.56%,0.30%,0.52%,1.47%,1.40%,0.005%,47,,,
4197,PURNELL,8441,31.94%,62.22%,0.56%,0.33%,3.10%,1.85%,0.005%,47,,,
4197,FAN,8441,2.83%,(S),94.78%,(S),1.39%,0.62%,0.005%,47,,,
4199,HYLTON,8440,64.61%,29.11%,0.49%,0.32%,2.26%,3.21%,0.005%,47,,,
4200,BEGLEY,8435,93.63%,1.79%,0.33%,0.32%,2.03%,1.90%,0.005%,47,,,
